Type,Category,Title,Author,URL,Description,Topic ID,Rating Avg,Rating Value
Papers,Meshing,Neighborhood-based Element Sizing Control for Finite Element Surface Meshing [PDF],"Steven Owen, and Sunil Saigal",http://ansys.net/papers/meshing/neighborhood_size_control.pdf,"<i>""A method is presented for controlling element sizes on the interior of areas during surface meshing. A Delaunay background mesh is defined over which a neighborhood based interpolation scheme is used to interpolate element sizes.""</i>",276,10,1
Papers,Meshing,Post Refinement Element Shape Improvement for Quadrilaterial Meshes [PDF],Matthew L. Staten and Scott A. Canann,http://ansys.net/papers/meshing/post_refinement_quad.pdf,"<i>""This paper presents techniques for improving the quality of quadrilateral meshes after Schneiders' refinement. Improvement techniques use topology and node valence optimization rather than shape metrics.  Hence, improvement is computationally inexpensive.""</i>",277,9,5
Papers,Meshing,BMSweep: Locating Interior Nodes During Sweeping [PDF],"Matthew L. Staten, Scott A. Canann, and Steve J. Owen",http://ansys.net/papers/meshing/bmsweep.pdf,"<i>""BMSweep is a new algorithm to determine the location of interior nodes while volume sweeping.""</i>",278,10,3
Papers,Meshing,Smartsizing: Automatic Boundary Sizing for 2D and 3D meshes [PDF],"Alexandre L. Cunha, Sunil Saigal, Scott A. Canann",http://ansys.net/papers/meshing/auto_boundary_sizing.pdf,"<i>""We present in this paper a simple technique, called smart sizing, which automatically computes high quality initial element sizing on curves for triangular, quadrilateral and tetrahedral elements.""</i>",279,10,5
Papers,Meshing,An Object Oriented Approach to Geometry Defeaturing for Finite Element Meshing [PDF],"Anton V. Mobley, Michael P. Carroll, and Scott A. Canann",http://ansys.net/papers/meshing/object_oriented_defeaturing.pdf,"<i>""In this paper, an object-oriented approach to automatic geometry defeaturing is presented. The geometric and finite element data abstractions are given, along with the basic algorithms used.""</i>",280,10,6
Papers,Meshing,"An Approach to Combined Laplacian and Optimization-Based Smoothing for Triangular, Quadrilateral, and Quad-Dominant Meshes [PDF]","Scott A. Canann, Joseph R. Tristano, Matthew L. Staten",http://ansys.net/papers/meshing/combined_l_o_smoothing.pdf,"<i>""In this paper, an overall mesh smoothing scheme is presented for meshes consisting of triangular, quadrilateral, or mixed triangular and quadrilateral elements. This paper describes an efficient and robust combination of constrained Laplacian smoothing together with an optimization-based smoothing algorithm.""</i>",281,10,16
Papers,Electronics,Impact Of Ball Via Configurations On Solder Joint Reliability In Tape Based Chip-Scale Packages [PDF],Bret Zahn,http://ansys.net/papers/bzahn_ball_via_fatigue_paper.pdf,"<i>""Three-dimensional finite element analysis has been applied to determine the time-dependent solder joint fatigue response of a tape based chip-scale package under accelerated temperature cycling.""</i>  (Nonlinear, Anand)",282,8.75,4
Papers,Electronics,"Semiconductor Package Simulations: Assembly, Test, and Reliability [PDF]",Steven Groothuis,http://ansys.net/papers/groothuis.pdf,This is a presentation which demonstrates various types of analyses ANSYS can perform which are applicable to the semiconductor industry.,283,7.5,8
Papers,Electronics,A System Level Cooling Solution for Cellular Phone Applications,"Hassan Hashemi, Abdolreza Langari",http://ansys.net/http://www.electronics-cooling.com/html/2000_may_a3.html,"Paper on using ANSYS for thermal analysis of MCMs.<br><i>""To characterize package thermal performance at a component level, the authors used ANSYS 5.5. A sub modeling analysis technique was employed for this analysis.""</i>",284,9.5,10
Papers,Electronics,Floating Metal Plane on Thermal and Electrical Performance of an Enhanced Plastic Ball Grid Array Package,"Humayun Kabir, Richard Groover, David Tovar and Joe Joroski",http://ansys.net/https://www.chippac.com/HTML/tech/SMI98.html,"<i>""Three-dimensional finite element models of a cavity down thin and thermally enhanced BGA (T2BGA) package have been developed using ANSYS. This model has been used for thermal characterization of the above package under different cooling (airflow) conditions and to investigate the effects of heat spreader thickness on package junction to ambient thermal resistances for no airflow condition.""</i>",285,10,5
Papers,Electronics,APDL Implementation of a 3D FEM Capacitance Simulator for Arbitrarily Shaped Interconnects [PDF],Andreas Hieke,http://ansys.net/papers/mems/ahieke.pdf,"<a href=""http://www.comppub.com/publications/JMSM/Vol1/No2/AHieke.pdf"">Alternative download link here</a><br>An alternate CMATRIX macro created by A. Hieke called CAMACO.<br>",287,7.5,4
Papers,Electronics,Simple APDL Implementation of a 3D FEM Simulator for Mutual Capacitances of Arbitrarily Shaped Objects Like Interconnects [PDF],Andreas Hieke,http://ansys.net/papers/mems/t2107.pdf,"<a href=""http://www.comppub.com/publications/MSM/99/pdf/T2107.pdf"">Alternative download link here</a> or <a href=""papers/mems/MSM99_SIEMENS.pdf"">here</a><br>See other publication by A. Hieke.  I can't recall if this or the above article is referenced in ANSYS 5.6 Theory Manual.  A variant article ""Tiny Devices, Big Problems: Computation of Capacitance in Microelectric Structures"" was published in the ANSYS Solutions magazine Vol 2 No 3.",288,10,2
Papers,Electronics,PZT Actuated Micromirror For Nano-Tracking Of Laser Beam For High-Density Optical Data Storage [PDF],"Youngjoo Yee, Hyo-Jin Nam, See-Hyung Lee, Jong Uk Bu, Young-Sam Jeon, and Seong-Moon Cho",http://ansys.net/papers/mems/IEEE00_LGC_umirror.pdf,A piezo-actuated micromirror.  Used ANSYS for stress and modal analysis of mirror. (MEMS),289,5,4
Papers,Electronics,Analytical Simulation of a 1D Single Crystal Silicon Electrostatic Micromirror [PDF],"H. Camon, F. Larnaudie, F. Rivoirard, B. Jammes",http://ansys.net/papers/mems/MSM99_CNRS_umirror.pdf,A torsional micromirror.  Use of ANSYS to extract lumped parameters for use in SABER model. (MEMS),290,8.636363636,11
Papers,Electronics,Numerical And Analytical Modeling Of The Piezoelectric Transformer And Experimental Verification [PDF],"S. Hallaert , E. Sarraute and B. Le Pioufle",http://ansys.net/papers/mems/MSM99_LIMMS_piezo.pdf,Use of ANSYS for modal analysis of miniature piezo transformer. (MEMS),291,7,5
Papers,Electronics,Modeling of the Piezoelectric Micropump for Improving the Working Parameters [PDF],"Oana Tatiana Nedelcu, Victor Moagar-Poladian",http://ansys.net/papers/mems/MSM99_IMT_upump.pdf,A piezo micropump.  Used ANSYS for analysis of deflection of pump. (MEMS),292,10,9
Papers,Electronics,Development of CAD Model for MEMS Micropumps [PDF],"M. Arik, S. M. Zurn, A. Bar-Cohen, Y. Nam, D. Markus, and D. Polla",http://ansys.net/papers/mems/MSM99_UMN_ufluidic.pdf,Use of ANSYS in modal and harmonic analysis of micropumps (PZT cantilever beams). (MEMS),293,4.166666667,6
Papers,Electronics Flotran,Numerical Simulations of Flat-walled Diffuser Elements for Valveless Micropumps [PDF],"Anders Olsson, Goran Stemme, and Erik Stemme",http://ansys.net/papers/mems/MSM99_RITS_upump.pdf,Use of ANSYS/Flotran for analysis of micropump. (MEMS),294,10,4
Papers,Electronics Flotran,"Design, Fabrication, and Testing of Fixed-Valve Micro-Pumps [PDF]","F. Forster, R. Bardell, M. Afromowitz, N. Sharma, and A. Blanchard",http://ansys.net/papers/mems/wam95_ufluidics.pdf,Use of Flotran for micropump analysis. (MEMS),295,6.666666667,3
Papers,Electronics,Modeling Approach for CVD-Diamond-based Mechanical Structures [PDF],"P. Schmid, M. Adamschik, S. Ertl, P. Gluche, and E. Kohn",http://ansys.net/papers/mems/MSM99_ULM_cvd.pdf,Analysis of diamond-based MEMS devices (instead of silicon) with ANSYS.,296,10,3
Papers,Electronics,Analyzing Microminiature Devices [PDF],Steve Groothuis,http://ansys.net/papers/mems/memsissue1.pdf,"(from ANSYS Solutions magazine, volume 1, #1) (MEMS)",297,10,7
Papers,Electronics,Modeling MEMS Resonant Devices Over a Broad Temperature Range [PDF],"Russell DeAnna, Shuvo Roy, Christian A. Zorman, Mehran Mehregany",http://ansys.net/papers/mems/memsissue2.pdf,"(from ANSYS Solutions magazine, volume 1, #2) (MEMS)",298,10,1
Papers,Electronics,Tooling up for Micro Electro Mechanical Systems [PDF],Dale Ostergaard,http://ansys.net/papers/mems/memsissue3.pdf,"(from ANSYS Solutions magazine, volume 2, #1) (MEMS)",299,10,4
Papers,Electronics,Quality Based Design from Probabilistic Methods [PDF],"Stefan Reh, Paul Lethbridge, Dale Ostergaard",http://ansys.net/papers/mems/memsissue4.pdf,"(from ANSYS Solutions magazine, volume 2, #2) (MEMS)",300,10,1
Papers,Electronics,Electromechanical Transducer Element for MEMS Analysis in ANSYS [PDF],"Miklos Gyimesi, Dale Ostergaard",http://ansys.net/papers/mems/MSM99_ANSYS_trans126.pdf,Presented at MSM 1999. (MEMS),301,10,2
Papers,Electronics,Hybrid P-Element and Trefftz Method for Capacitance Computation [PDF],"Miklos Gyimesi, Jian-She Wang, Dale Ostergaard",http://ansys.net/papers/mems/MSM00_ANSYS_tzpcfin.pdf,Presented at MSM 2000. (MEMS),302,0,0
Papers,Electronics,Hybrid Finite Element - Trefftz Method for Open Boundary Analysis [PDF],"Miklos Gyimesi, Igor Tsukerman and Doug Lavers",http://ansys.net/papers/mems/MSM00_ANSYS_trefftz.pdf,Presented at MSM 2000. (MEMS),303,10,2
Papers,Electronics,Finite Element Based Reduced Order Modeling of MEMS [PDF],"Dale Ostergaard, Miklos Gyimesi",http://ansys.net/papers/mems/MSM00_ANSYS_romfin.pdf,Presented at MSM 2000. (MEMS),304,10,1
Papers,Electronics,Quality Based Design and Design for Reliability of MEMS Using Probabilistic Methods [PDF],"Stefan Reh, Paul Lethbridge, Dale Ostergaard",http://ansys.net/papers/mems/MSM00_ANSYS_pds.pdf,Presented at MSM 2000. (MEMS),305,0,0
Papers,Electronics,Simulation of Bellcore Testing of Electronics Cabinets for the Telecommunications Industry [PDF],Chris Andersen,http://ansys.net/papers/andersen.pdf,Various Bellcore tests performed with ANSYS.,307,0,0
Papers,Medical,On Stress Analysis For a Hyperelastic Material [PDF],Xiao-Yan Gong and Riyand Moe,http://ansys.net/papers/Hyper.pdf,Paper using ANSYS 5.5 for characterizing hyperelastic materials with Mooney-Rivlin,308,10,12
Papers,Medical,Finite Element Method Analysis Of Non-Linear Behaviour Of Implants And Stents [PDF],"J. Awrejcewicz, M. Ciach, K. Wlodarczyk",http://ansys.net/papers/implant_stent.pdf,Example of using ANSYS for stent application (Mooney-Rivlin and kinematic hardening plasticity).,309,10,6
Papers,Medical,Use Of Finite Element Analysis To Simulate The Hyperelastic Behaviour Of Cardiovascular Tissue [PDF],"S. Daly, P.J. Prendergast, F. Dolan, T.C. Lee",http://ansys.net/papers/cardiovascular.pdf,Examination of Mooney-Rivlin.,310,8.125,8
Papers,Medical,Finite Element Analysis To Investigate The Significance Of Functional Gradients In Dental Restorations [PDF],"Tan Kok Wai, Alex and Anand Asundi",http://ansys.net/papers/alex-fem.pdf,Use of SOLID46 element.,311,10,4
Papers,Miscellaneous,Economic Method for the Collection of Complex Materials Data for the Design of Microsystems [PDF],"JÃ¼rgen Wilde, Markus Thoben, Klaus Becker",http://ansys.net/papers/mat2001_I1.pdf,Use of Anand model.,312,10,2
Papers,Miscellaneous,Examples of using ANSYS in Ship Design,(Delta Marine),http://ansys.net/http://www.deltamarine.com.tr/English/feacfd.html,Examples of using FEA for structural and CFD analyses of ships.,313,9.8,25
Papers,Miscellaneous,Easing the Strain,Glen Hartung,http://ansys.net/http://www.memagazine.org/contents/current/features/strain/strain.html,Analysis of the Spiderman Theme Park Ride,314,10,2
Papers,Miscellaneous,Coupled Structural-Acoustic Analysis Using ANSYS [PDF],Carl Howard (University of Adelaide),http://ansys.net/papers/fsi-ansys.pdf,Paper on using SHELL63 and SOLID45 with FLUID30 in acoustic analyses.,315,9.814814815,27
Papers,Solvers,ANSYS PDS article in Machine Design [PDF],Stefan Reh,http://ansys.net/papers/machdesn_pds.pdf,"While this may not be a conventional technical paper, it presents information on ANSYS PDS (Probabilistic Design System), a beta feature in 5.6 and officially released in 5.7.  Instead of a deterministic approach, a stochastic method provides better product reliability measures.",319,3.333333333,6
Papers,Solvers,ANSYS PDS overview [PDF],Stefan Reh,http://ansys.net/papers/PDS_Overview.pdf,"A three-page overview/summary sent on the XANSYS Mailing list on PDS, beta in ANSYS 5.6, officially released at 5.7.",320,7.5,4
Papers,Miscellaneous,Bellcore Response Spectrum Analysis using ANSYS and Pro/ENGINEER,Andy Bax and Chris Andersen,http://ansys.net/https://www.drd.com/searchable/papers/bellcore%5Fpaper/bellcore.html,Bellcore test (see other related DRD presentation).,321,10,10
Papers,Miscellaneous,Finite Deformations Of An Earthworm Segment,H. Kunz,http://ansys.net/papers/Pilsen00.pdf,Use of Mooney-Rivlin model.,323,0,0
Papers,Nonlinear,Application of the Finite Element Method In Cold Forging Processes,"Cristina Maria Oliveira Lima Roque, SÃ©rgio Tonini Button",http://ansys.net/papers/rbcm22.pdf,"<i>""In this study, the application of a commercial general finite element software - ANSYS - has been applied to model a forming operation. Models have been developed to simulate the ring compression test and to simulate a basic forming operation (upsetting) that is applied in most of the cold forging parts sequences.""</i>  (Plasticity, contact, finite strain)",324,10,16
Papers,Electronics,Characterization and Analysis on the Solder Ball Shear Testing Conditions,"Xingjia Huang, S.W. Ricky Lee, Chien Chun Yan, and Sam Hui",http://ansys.net/papers/ECTC2001-paper.pdf,"<i>""This paper presents both experimental investigation and computational analysis on the solder ball shear testing conditions for ball grid array (BGA) packages.""</i>  (Creep, contact)",325,4.444444444,9
Papers,Electronics,A High-Performance Tunneling Accelerometer,"Edward Boyden, Osamah El Rifai, Brian Hubert, Maurice Karpman, Dave Roberts",http://ansys.net/papers/Tunneling-Accelerometer-Paper.pdf,"Design of a MEMS tunneling accelerometer.  Uses ANSYS for part of the design verification.  In Acrobat, search for occurences of ""ANSYS"" in the PDF file.",326,8.958333333,48
Papers,Electronics,Nonlinear-Time-Dependent Analysis of Micro Via-in-Pad Substrates for Solder Bumped Flip Chip Applications,"John H. Lau, S. W. Ricky Lee, Stephen H. Pan, and Chris Chang","http://ansys.net/http://www.circuitree.com/CDA/ArticleInformation/features/BNP__Features__Item/0,2133,20046,00.html","<i>""An elasto-plastic-creep analysis of a low-cost micro via-in-pad (VIP) substrate for supporting a solder bumped flip chip in a chip scale package (CSP) format soldered on a PCB is presented in this study.""</i> (Nonlinear, Anand)",327,1.666666667,3
Papers,Electronics,Design And Manufacturing Of Micro Via-In-Pad Substrates For Solder Bumped Flip Chip Applications,"John Lau, Chris Chang, Ricky Lee, Tsung-Yuan Chen, David Cheng, Tzyy Jang Tseng, Dyna Lin",http://ansys.net/papers/lau.pdf,"<i>""A novel and low-cost micro via-in-pad (VIP) substrate for supporting a solder bumped flip chip is presented in this study.  Non-linear finite element analyses are used to determine the stress and strain in the copper VIP and the solder joint. Time-dependent non-linear analysis is used to predict the thermal-fatigue life of the VIP solder joint.""</i> (Nonlinear, Anand)",328,7.5,2
Papers,Electronics,Meeting the Cost/Performance Requirements of Flex-Based Chip-Scale Packages,"Randy D. Schueller, Elizabeth A. Bradley, and Paul M. Harvey",http://ansys.net/http://www.chipscalereview.com/9901/featuree1.htm,"<i>""An ANSYS two-dimensional, mechanical stress/strain model was created to compare a 12-mm flex BGA structure directly to the E-CSP in a board-level condition.""</i> (Nonlinear, plasticity)",329,10,2
Papers,Electronics,Comprehensive Solder Fatigue And Thermal Characterization Of A Silicon Based Multi-Chip Module Package Utilizing Finite Element Analysis Methodologies,Bret A. Zahn,http://ansys.net/papers/bzahn00.pdf,"<i>""Viscoplastic finite-element simulation methodologies were utilized to predict ball and bump solder joint reliability for a silicon based five-chip multi-chip module package under accelerated temperature cycling conditions.""</i> (Nonlinear, Anand)",330,10,9
Papers,Solvers,Integrating ANSYS with Modern Numerical Optimization Technologies,Shen-Yeh Chen,http://ansys.net/papers/Ans-Mag1b.pdf,"<i>""Design automation with finite element analysis as a simulation and evaluation tool is becoming more and more desired. The ability to do automatic design iteration has constantly been a popular research and engineering topic. In this article, we will show how Honeywell Engines & Systems took advantage of the flexible environment of ANSYS to achieve this goal.""</i> (Optimization, APDL)",331,8.666666667,15
Papers,Miscellaneous,Numerical Modeling for Systematization of Line Heating Process,"Jong-Gye Shin, Won-Don Kim, and Jang-Hyun Lee",http://ansys.net/papers/jhs.pdf,"<i>""In this paper, we first propose a conceptual configuration for ship production system of plate forming.  It is necessary to integrate lofting and plate forming activities for minimum thermal energy in line heating process.  The modeling of heating torch, water cooling, and plate to be formed is proposed for the finite element analysis after the mechanics of line heating is studied.  A three-dimensional 8-node solid elements of ANSYS were chosen for analysis.""</i> (Thermal-Stress)",332,10,6
Papers,Miscellaneous,Conceptual Design for the SRRC Elliptically Polarizing Undulator EPU5.6.  Part II: Magnetic Loading and Structure Deformation,"Ch. Wang, M.C. Lin, C.H. Chang, L.H. Chang, H.H. Chen, T.C. Fan, K.T. Hsu, J.Y. Hsu, C.S. Hwang, K.T",http://ansys.net/papers/WEP125G.pdf,"<i>""In part II of the conference paper, we address our efforts on the determination of the maximal magnetic loading on the individual magnetic arrays, and on the estimation of the resulting structure deformation by using the 3D finite element code ANSYS.""</i>",333,10,3
Papers,Miscellaneous,"Large-Area, High-Transparency Extraction System for Negative Ions","B. Heinemann, J. Bucalossi, P. Frank, R. Riedl, A. Simonin, E. Speth, O. Vollmer",http://ansys.net/papers/large_area_heinemann.pdf,(Thermal analysis),334,0,0
Papers,Miscellaneous,Behavioural modeling for heterogeneous systems based on FEM descriptions,"Joachim Haase, Sven Reitz, Peter Schwarz",http://ansys.net/papers/spice1.pdf,"<i>""To simulate more complex systems using Spice-compatible circuit and system simulation programs, behavioural models of the components are required. The focus of the paper is to discuss two possibilities to derive such models from FEM descriptions.""</i>",335,10,4
Papers,Miscellaneous,Microsystem Design Using Simulator Coupling,"S. WÃ¼nsche, C. ClauÃŸ, P. Schwarz, F. Winkler",http://ansys.net/papers/spice2.pdf,"<i>""A methodology for simulating the performance of complex microsystems using simulator coupling is presented. The technique is based on the coupling of the FEM program ANSYS with the circuit and system simulator SABER.""</i>",336,0,0
Papers,Electronics,The Thermo-Mechanical Stress Issues in a Thermally Enhanced QFP,"Jack G. Hwang, T. J. Huang, and J. J. Lee",http://ansys.net/papers/1998imaps_taiwan.pdf,"<i>""A finite element model with multiple load steps for different processes is used to predict the stresses in die in a thermally enhanced QFP (HQFP).""</i>",337,10,3
Papers,Miscellaneous,Modeling Of Aluminum Reduction Cells Using Finite Element Analysis Techniques,"Imad Tabsh, Marc Dupuis",http://ansys.net/papers/tms95.pdf,"<i>""This paper summarizes the authors' experience in using FEA to model Hall-HÃ©roult reduction cells. FEA capabilities necessary to adequately simulate thermo-electric, electro-magnetic and stress fields within the cell are identified.""</i> (Used ANSYS 4.4A and 5.0)<br>Available is an older, related paper on <a href=""http://www.genisim.qc.ca/website/ansys91.htm"">Thermo-Electric Coupled Field Analysis of Aluminum Reduction Cells Using the ANSYS Parametric Design Language</a>.",338,9,5
Papers,Nonlinear Civil,Analysis Of Reinforced Concrete Structures Using ANSYS Nonlinear Concrete Model,Antonio F. Barbosa and Gabriel O. Ribeiro,http://ansys.net/papers/analysis-of-reinforced-concrete.pdf,"<i>""This paper considers the practical application of nonlinear models in the analysis of reinforced concrete structures. The results of some analyses performed using the reinforced concrete model of the general purpose finite element code ANSYS are presented and discussed.""</i>",339,9.05027933,179
Papers,Nonlinear,Finite Element Analysis Of Plasticity-Induced Crack Closure For Inclined Cracks,L. W. Wei and M. N. James,http://ansys.net/papers/LiPaperECF13.pdf,"<i>""The contact occurring in inclined cracks is a general contact problem, and thus a general contact analysis must be implemented in which a combined load and displacement control procedure is used. The commercial FE code ANSYS 5.4 used in this work provides the utilities to deal with general contact problems.""</i>",340,10,11
Papers,Miscellaneous,Advanced Analysis Of Structural Reliability Using Commercial FE-Codes,"Christian Bucher, Dagmar Hintze, and Dirk Roos",http://ansys.net/papers/772.pdf,"<i>""The paper focuses on two main issues, i.e. (a) The application of existing code for probabilistic analysis together with existing Finite Element Code for advanced Monte Carlo analysis (b) Presentation of a local-global approximation strategy for the response surface method. This so-called ""weighted radii"" approximation appears to provide the flexibility and accuracy needed for the reliability analysis of complex structures.""</i> (Probabilistics)",341,10,6
Papers,Miscellaneous,Thermal Stress Analysis of Numi Baffle,Bob Wands,http://ansys.net/papers/numib695.pdf,(Thermal-stress analysis),342,10,6
Papers,Miscellaneous,Cavity mechanics and vibrations under Lorentz forces excitation,Danilo Barni,http://ansys.net/papers/barni1.pdf,"(Harmonic, modal analyses)",343,6.666666667,6
Papers,Nonlinear,Optimum Design of a Ceramic Tensile Creep Specimen Using a Finite Element Method,"Z. Wang, C. K. Chiang, and T. J. Chuang",http://ansys.net/papers/cj21-wai.pdf,"<i>""An optimization procedure for designing a ceramic tensile creep specimen to minimize stress concentration is carried out using a finite element method.""</i>  (Optimization, Creep, Contact)",344,8.75,4
Papers,Nonlinear Miscellaneous Flotran,Analysis Of The FOREVER-Experiments Using A Finite Element Model,"Eberhard Altstadt, Thomas Moessner, Baj Ral Sehgal, Hans-Georg WillschÃ¼tz",http://ansys.net/papers/jb99_14.pdf,"<i>""An axis-symmetric Finite Element (FE) model is developed based on the multi-purpose code ANSYS/Multiphysics. Using the Computational Fluid Dynamics (CFD) module the temperature field within the melt pool and within the vessel wall is evaluated. The transient structural mechanical calculations are then performed applying a creep model which takes into account large temperature, stress and strain variations.""</i> (Document 1)",345,7.5,10
Papers,Nonlinear Miscellaneous Flotran,A Finite Element Model For Pre- And Post-Test Calculations of the FOREVER-Experiments,"H. G. Willschuetz, E. Altstadt, F. P. Weiss, B. R. Sehgal",http://ansys.net/papers/fp8542.pdf,"<i>""An axis-symmetric Finite Element (FE) model is developed based on the multi-purpose code ANSYS/Multiphysics. Using the Computational Fluid Dynamics (CFD) module the temperature field within the melt pool and within the vessel wall is evaluated. The transient structural mechanical calculations are then performed applying a creep model which takes into account large temperature, stress and strain variations.""</i> (Document 2)",346,9.814814815,54
Papers,Nonlinear,Plastic Deformation and Loss of Joint Force by Creep in High Current Joints,"Josef Kindersberger, Helmut LÃ¶bl, Stephan Schoft",http://ansys.net/papers/13_4.pdf,"<i>""The mechanical stress distribution in aluminum busbar joints is calculated using the Finite Element Method. Based on the physical fundamentals of creep in aluminum the reduction of the joint force by creep depending on the temperature of the joints as well as on the initial joint force and on the washer is simulated.""</i>  (Creep)",347,10,5
Macros,PostProc,RCS2ICS,"Mark Troscinski (ANSYS, Inc.)",http://ansys.net/macros/rcs2ics.mac,"<i>""Macro RCS2ICS transforms FLOTRAN velocities, computed in a rotating coordinate system (or frame of reference), into an inertial coordinate system, for post-processing purposes.""</i>",348,10,1
Macros,Prep7,GETTRIS,"Sheldon Imaoka (ANSYS, Inc.)",http://ansys.net/macros/gettris.mac,This macro searches for triangular elements in the selected element set.  It then puts the number of triangular elements in a scalar parameter and selects those triangular elements (if any).,349,6,5
Papers,Solvers,Advancing Analysis Capabilities In ANSYS Through Solver Technology,"Gene Poole, Yong-Cheng Liu, and Jan Mandel",http://ansys.net/papers/amg2001.pdf,"<i>""This paper will describe implementation considerations for the addition of new solver technology to a large legacy code, compare resource requirements for the various solver choices and present some comparative results from several customer generated problems. The AMG solver benefits, both in improved robustness and parallel processing efficiency will be described. The paper will also discuss some of the implementation challenges that have been overcome to add new solver technology to a large existing code. The role of solver technology in meeting current and future demands of large scale commercial analysis codes will be discussed.""</i>",350,10,8
Tips,StructuralNonlin StructuralDynamics,Differences Between Implicit and Explicit Dynamics,"Sheldon Imaoka (ANSYS, Inc.)",http://ansys.net/?mycat=tnt_sheldon13,Discussion of the differences between implicit and explicit dynamics.  (Differences between regular ANSYS and ANSYS/LS-DYNA),351,8.125,40
Macros,Solution,X_NFOR2F,Shen-Yeh Chen (Honeywell),http://ansys.net/macros/x_nfor2f.mac,"<i>""I usually use the following macro to ""extract"" element force, add a negative sign, and transfer into nodal force. This can sometimes be used to get the cross-section force on the cutting face, and do a force-controlled (instead of displacement-controlled) sub-model.""</i>",352,9.5,10
Macros,Prep7,NFIXDEL,John Crawford (Honeywell),http://ansys.net/macros/nfixdel.mac,"<i>""A macro that removes the selected nodes that are mistakenly associated with nonexistent geometry in ANSYS.""</i>",353,6.25,4
Papers,Nonlinear Miscellaneous,Finite Element Modeling Of Damage Accumulation In Bolted Composite Joints Under Incremental Tensile Loading,"Th. Kermanidis, G. Labeas, K.I. Tserpes and Sp. Pantelakis",http://ansys.net/papers/306.pdf,"<i>""A three-dimensional progressive damage model was developed in order to simulate the damage accumulation of bolted single-lap composite joints under in-plane tensile loading. The parametric study includes stress analysis, failure analysis and material property degradation. Stress analysis of the three-dimensional geometry was performed using the ANSYS FE code. Failure analysis and degradation of material properties were implemented using a progressive damage model, which is incorporated in an ANSYS macro-routine.""</i>",354,8.333333333,21
Papers,Nonlinear Miscellaneous,Finite Element Predictions of Plasticity-Induced Fatigue Crack Closure in Three-Dimensional Cracked Geometries,"Jeffrey Skinner, Jr.",http://ansys.net/papers/skinner_thesis.pdf,"<i>""Elastic-plastic finite element analyses were performed to predict the crack opening level profiles in semi-elliptical surface cracks.""</i>",355,8.571428571,21
Macros,Prep7 GeneralUse,THREAD,Ernst Hustedt (Air New Zealand Engineering),http://ansys.net/macros/thread.mac,"<i>""For what it's worth, here is a macro I made some years ago ('94) for doing thread profiles for axisym analysis. Looking at it now, I am not sure if the UN thread option works correctly, I can't remember that I actually used it, but the ISO should be O.K.  You can spin the profile along <a href=""macros/helix.mac"">Don's helix</a>.""</i>",356,10,2
Macros,Prep7 GeneralUse,YZCURV,Bill Bulat (OMM),http://ansys.net/macros/yzcurv.mac,"<i>""Here's something I used recently (NOT FULLY TESTED!!). Edit as needed to obtain curvature in other global planes (I wrote this to obtain curvature in global yz plane - a symmetry plane in a half symmetry model I recently created). Also reports the average radius of curvature if you're inclined to ignore the speed control bumps. My intention was to make this applicable to arbitrarily large deformations.""</i>",357,8.75,4
Macros,Prep7 GeneralUse,SPIDER,Marco Perucchi (Delta JS AG),http://ansys.net/macros/spider.mac,"<i>""I have a macro that might be useful for you. It creates spider webs between 1 center and a group of surrounding nodes. Before starting the macro you have to collect the center node in one component and the group of surrounding nodes in another component. If you are able to do that with your model you should be able to create the link elements without problems.""</i>",358,10,8
Macros,Prep7 GeneralUse,HELIX,Don Shaffer (Siemens Westinghouse Power Corp),http://ansys.net/macros/helix.mac,"<i>""Here is a helix macro worked up from some xansys discussions several years ago. Several others on the list contributed parts of this.""</i>",359,5.416666667,12
Papers,Electronics,Nonlinear Mechanics of Suspension Beams for a Micromachined Gyroscope,W. O. Davis and A. P. Pisano,http://ansys.net/papers/mems/MSM2001_paper.pdf,"<i>""We present a method for the calculation of the coefficients of cubic stiffening for tether-suspended micromachined systems. The analysis is based on a nonlinear rod theory, and enables the prediction of the maximum achievable motion amplitude prior to the onset of nonlinear behavior. The analysis is applied in detail to a microgyroscope. Comparisons with a finite element model and experimental data are used to validate the analysis, and issues pertaining to the optimal design of the gyroscope's suspension are investigated.""</i> (MEMS)",360,10,1
Papers,Electronics,Micromachined Piezoelectric Ultrasonic Transducers Based On Parylene Diaphragm In Silicon Substrate,Cheol-Hyun Han and Eun Sok Kim,http://ansys.net/papers/mems/ultrasonic2000.pdf,"<i>""This paper describes the techniques used in fabricating the transducers, their performance characteristics, and finite element analyses (FEA) with ANSYS 5.6. With ANSYS, we have calculated the stress and strain (under a static pressure load) and the dynamic mode shapes over a certain frequency range. Also, with appropriate piezoelectric matrices incorporated into the ANSYS batch model, a piezoelectric coupled-field analysis has been performed.""</i> (MEMS)",361,8.75,12
